kind	id	name	requirements	uses	sources
varbit	5023	FENK_BUILT_BRIDGE_SOUTH	=2	4	agility_shortcuts.tsv:498 5023=2 | agility_shortcuts.tsv:499 5023=2 | agility_shortcuts.tsv:500 5023=2 | agility_shortcuts.tsv:501 5023=2
varbit	5087	CATA_HOLE1	=1	2	transports.tsv:4869 5087=1 | transports.tsv:4870 5087=1
varbit	5088	CATA_HOLE2	=1	12	transports.tsv:4873 5088=1 | transports.tsv:4874 5088=1 | transports.tsv:4875 5088=1 | transports.tsv:4876 5088=1 | transports.tsv:4877 5088=1 | transports.tsv:4878 5088=1 | transports.tsv:4879 5088=1 | transports.tsv:4880 5088=1 | transports.tsv:4881 5088=1 | transports.tsv:4882 5088=1 | transports.tsv:4883 5088=1 | transports.tsv:4884 5088=1
varbit	5421	RAIDS_GUIDE_TRAVEL_UNLOCK	=1	6	transports.tsv:4737 5421=1 | transports.tsv:4738 5421=1 | transports.tsv:4739 5421=1 | transports.tsv:4740 5421=1 | transports.tsv:4741 5421=1 | transports.tsv:4742 5421=1
varbit	5619	VEOS_PROGRESS	>0	1	teleportation_items.tsv:48 5619>0
varbit	5628	KARAM_DUNGEON_ENTRYFEE	=1	3	transports.tsv:4758 5628=1 | transports.tsv:4760 5628=1 | transports.tsv:4762 5628=1
varbit	5629	KARAM_DUNGEON_BACKDOOR	>0	5	transports.tsv:4766 5629>0 | transports.tsv:4767 5629>0 | transports.tsv:4768 5629>0 | transports.tsv:4769 5629>0 | transports.tsv:4770 5629>0
varbit	5672	BOOKOFSCROLLS_NARDAH	>0	1	teleportation_items.tsv:202 5672>0
varbit	5673	BOOKOFSCROLLS_DIGSITE	>0	1	teleportation_items.tsv:204 5673>0
varbit	5674	BOOKOFSCROLLS_FELDIP	>0	1	teleportation_items.tsv:206 5674>0
varbit	5675	BOOKOFSCROLLS_LUNARISLE	>0	1	teleportation_items.tsv:208 5675>0
varbit	5676	BOOKOFSCROLLS_MORTTON	>0	1	teleportation_items.tsv:210 5676>0
varbit	5677	BOOKOFSCROLLS_PESTCONTROL	>0	1	teleportation_items.tsv:212 5677>0
varbit	5678	BOOKOFSCROLLS_PISCATORIS	>0	1	teleportation_items.tsv:214 5678>0
varbit	5679	BOOKOFSCROLLS_TAIBWO	>0	1	teleportation_items.tsv:216 5679>0
varbit	5680	BOOKOFSCROLLS_ELF	>0	1	teleportation_items.tsv:218 5680>0
varbit	5681	BOOKOFSCROLLS_MOSLES	>0	1	teleportation_items.tsv:220 5681>0
varbit	5682	BOOKOFSCROLLS_LUMBERYARD	>0	1	teleportation_items.tsv:222 5682>0
varbit	5683	BOOKOFSCROLLS_ZULANDRA	>0	1	teleportation_items.tsv:224 5683>0
varbit	5684	BOOKOFSCROLLS_CERBERUS	>0	1	teleportation_items.tsv:226 5684>0
varbit	5810	OBSERVATORY_SHORTCUT_ROPE	=1	1	agility_shortcuts.tsv:139 5810=1
varbit	6027	HOSIDIUSQUEST	>6	10	transports.tsv:5075 6027>6 | transports.tsv:5076 6027>6 | transports.tsv:5077 6027>6 | transports.tsv:5078 6027>6 | transports.tsv:5079 6027>6 | transports.tsv:5080 6027>6 | transports.tsv:5081 6027>6 | transports.tsv:5082 6027>6 | transports.tsv:5083 6027>6 | transports.tsv:5084 6027>6
varbit	6028	HOSIDIUSQUEST_REWARD	=1	2	teleportation_items.tsv:348 6028=1 | teleportation_items.tsv:353 6028=1
varbit	6035	VEOS_MEMOIR_CHARGES	>0	10	teleportation_items.tsv:348 6035>0 | teleportation_items.tsv:349 6035>0 | teleportation_items.tsv:350 6035>0 | teleportation_items.tsv:351 6035>0 | teleportation_items.tsv:352 6035>0 | teleportation_items.tsv:353 6035>0 | teleportation_items.tsv:354 6035>0 | teleportation_items.tsv:355 6035>0 | teleportation_items.tsv:356 6035>0 | teleportation_items.tsv:357 6035>0
varbit	6038	PISCQUEST_REWARD	=1	2	teleportation_items.tsv:349 6038=1 | teleportation_items.tsv:354 6038=1
varbit	6056	BOOKOFSCROLLS_REVENANTS	>0	1	teleportation_items.tsv:228 6056>0
varbit	6069	ARDOUGNE_CLOAK_LOWBITS	<3;<5	2	teleportation_items.tsv:4 6069<3 | teleportation_items.tsv:5 6069<5
varbit	6076	CORSAIR_COVE_RESOURCE_ENTRY	=1	6	agility_shortcuts.tsv:101 6076=1 | agility_shortcuts.tsv:102 6076=1 | agility_shortcuts.tsv:103 6076=1 | transports.tsv:5508 6076=1 | transports.tsv:5509 6076=1 | transports.tsv:5510 6076=1
varbit	6312	LUMBRIDGE_MED_COUNT	=1	1	agility_shortcuts.tsv:277 6312=1
varbit	6359	SHAYZIENQUEST_REWARD	=1	2	teleportation_items.tsv:350 6359=1 | teleportation_items.tsv:355 6359=1
varbit	6528	MY2ARM_STATUS	=207;>199;>74	8	teleportation_items.tsv:364 6528=207 | teleportation_items.tsv:365 6528=207 | teleportation_items.tsv:366 6528=207 | transports.tsv:4289 6528>74 | transports.tsv:4291 6528>74 | transports.tsv:4293 6528>74 | transports.tsv:4303 6528>199 | transports.tsv:4304 6528>199
varbit	7255	MYQ5	=138;>41;>87	20	agility_shortcuts.tsv:496 7255=138 | agility_shortcuts.tsv:497 7255=138 | boats.tsv:119 7255>41 | boats.tsv:120 7255>41 | boats.tsv:121 7255>87 | boats.tsv:122 7255>41 | boats.tsv:123 7255>41 | boats.tsv:124 7255>87 | boats.tsv:125 7255>41 | boats.tsv:126 7255>41 | boats.tsv:127 7255>87 | boats.tsv:128 7255>41 | boats.tsv:129 7255>41 | boats.tsv:130 7255>87 | boats.tsv:131 7255>41 | boats.tsv:132 7255>41 | boats.tsv:133 7255>87 | boats.tsv:134 7255>87 | boats.tsv:135 7255>87 | boats.tsv:136 7255>87
varbit	7796	LOVAQUEST	<11;=11	66	minecarts.tsv:24 7796<11 | minecarts.tsv:26 7796<11 | minecarts.tsv:27 7796<11 | minecarts.tsv:29 7796<11 | minecarts.tsv:30 7796<11 | minecarts.tsv:32 7796<11 | minecarts.tsv:33 7796<11 | minecarts.tsv:35 7796<11 | minecarts.tsv:36 7796<11 | minecarts.tsv:38 7796<11 | minecarts.tsv:40 7796<11 | minecarts.tsv:41 7796<11 | minecarts.tsv:43 7796<11 | minecarts.tsv:44 7796<11 | minecarts.tsv:46 7796<11 | minecarts.tsv:48 7796<11 | minecarts.tsv:49 7796<11 | minecarts.tsv:51 7796<11 | minecarts.tsv:52 7796<11 | minecarts.tsv:54 7796<11 | minecarts.tsv:55 7796<11 | minecarts.tsv:58 7796<11 | minecarts.tsv:60 7796<11 | minecarts.tsv:62 7796<11 | minecarts.tsv:64 7796<11 | minecarts.tsv:66 7796<11 | minecarts.tsv:68 7796<11 | minecarts.tsv:70 7796<11 | minecarts.tsv:72 7796<11 | minecarts.tsv:74 7796<11 | minecarts.tsv:76 7796<11 | minecarts.tsv:78 7796<11 | minecarts.tsv:80 7796<11 | minecarts.tsv:84 7796=11 | minecarts.tsv:86 7796=11 | minecarts.tsv:87 7796=11 | minecarts.tsv:89 7796=11 | minecarts.tsv:90 7796=11 | minecarts.tsv:92 7796=11 | minecarts.tsv:93 7796=11 | minecarts.tsv:95 7796=11 | minecarts.tsv:96 7796=11 | minecarts.tsv:98 7796=11 | minecarts.tsv:100 7796=11 | minecarts.tsv:101 7796=11 | minecarts.tsv:103 7796=11 | minecarts.tsv:104 7796=11 | minecarts.tsv:106 7796=11 | minecarts.tsv:108 7796=11 | minecarts.tsv:109 7796=11 | minecarts.tsv:111 7796=11 | minecarts.tsv:112 7796=11 | minecarts.tsv:114 7796=11 | minecarts.tsv:115 7796=11 | minecarts.tsv:118 7796=11 | minecarts.tsv:120 7796=11 | minecarts.tsv:122 7796=11 | minecarts.tsv:124 7796=11 | minecarts.tsv:126 7796=11 | minecarts.tsv:128 7796=11 | minecarts.tsv:130 7796=11 | minecarts.tsv:132 7796=11 | minecarts.tsv:134 7796=11 | minecarts.tsv:136 7796=11 | minecarts.tsv:138 7796=11 | minecarts.tsv:140 7796=11
varbit	7801	LOVAQUEST_REWARD	=1	2	teleportation_items.tsv:351 7801=1 | teleportation_items.tsv:356 7801=1
varbit	7857	ARCQUEST_REWARD	=1	2	teleportation_items.tsv:352 7857=1 | teleportation_items.tsv:357 7857=1
varbit	7925	KOUREND_DIARY_EASY_COMPLETE	=1	1	teleportation_items.tsv:37 7925=1
varbit	7926	KOUREND_DIARY_MEDIUM_COMPLETE	=1	1	teleportation_items.tsv:38 7926=1
varbit	7927	KOUREND_DIARY_HARD_COMPLETE	=1	2	teleportation_items.tsv:39 7927=1 | teleportation_items.tsv:40 7927=1
varbit	7928	KOUREND_DIARY_ELITE_COMPLETE	=1	1	teleportation_items.tsv:41 7928=1
varbit	7937	ZEAH_BLESSING_WOODLAND_TELEPORT	<3;<5	2	teleportation_items.tsv:37 7937<3 | teleportation_items.tsv:38 7937<5
varbit	7938	ZEAH_BLESSING_BRIMSTONE_TELEPORT	<3	1	teleportation_items.tsv:40 7938<3
varbit	8253	BOOKOFSCROLLS_WATSON_LOWBITS	>0	1	teleportation_items.tsv:230 8253>0
varbit	8397	HOSDUN_WEST_DOOR_STATUS	=1	2	transports.tsv:4867 8397=1 | transports.tsv:4868 8397=1
varbit	8398	HOSDUN_EAST_DOOR_STATUS	=1	1	transports.tsv:4866 8398=1
varbit	9805	CIVITAS_SPAWN	=1	1	teleportation_portals_poh.tsv:108 9805=1
varbit	10449	DARKM_SHORTCUT_INNER	=1	2	agility_shortcuts.tsv:447 10449=1 | agility_shortcuts.tsv:448 10449=1
varbit	10450	DARKM_SHORTCUT_OUTER	=1	4	agility_shortcuts.tsv:449 10450=1 | agility_shortcuts.tsv:450 10450=1 | agility_shortcuts.tsv:451 10450=1 | agility_shortcuts.tsv:452 10450=1
varbit	10528	WILDERNESS_SPAWN	=1	1	teleportation_portals_poh.tsv:106 10528=1
varbit	11175	PENDANT_OF_ATES_DARKFROST_FOUND	=1	1	teleportation_items.tsv:393 11175=1
varbit	11176	PENDANT_OF_ATES_TWILIGHT_FOUND	=1	1	teleportation_items.tsv:394 11176=1
varbit	11177	PENDANT_OF_ATES_RALOS_FOUND	=1	1	teleportation_items.tsv:395 11177=1
varbit	11178	PENDANT_OF_ATES_ALDARIN_FOUND	=1	1	teleportation_items.tsv:397 11178=1
varbit	11179	TAPOYAUIK_RUINS_FAILED_WALLSLIDE	=1	1	teleportation_items.tsv:398 11179=1
varbit	11180	TAPOYAUIK_FAILED_STEPPING_STONES	=1	1	teleportation_items.tsv:399 11180=1
varbit	11410	COLOSSEUM_HIGHEST_WAVE	>8	1	teleportation_items.tsv:54 11410>8
varbit	12310	KOUREND_SPAWN	=1	1	teleportation_portals_poh.tsv:107 12310=1
varbit	12341	CATA_HOLE_GIANTS_DEN	=1	1	transports.tsv:4905 12341=1
varbit	13599	LOTG	>49	2	fairy_rings.tsv:30 13599>49 | fairy_rings.tsv:87 13599>49
varbit	13839	PHARAOHS_SCEPTRE_NECROPOLIS	=1	1	teleportation_items.tsv:372 13839=1
varbit	13841	BCS	>10	2	transports.tsv:3371 13841>10 | transports.tsv:3372 13841>10
varbit	17226	MET_AUBURN_MOUNTAIN_GUIDE	=1	2	transports.tsv:4749 17226=1 | transports.tsv:4750 17226=1
varbit	18351	AMENITY_ROWBOAT_VATRACHOS	=1	2	boats.tsv:172 18351=1 | boats.tsv:173 18351=1
varbit	18355	AMENITY_ROWBOAT_ANGLERS	=1	2	boats.tsv:176 18355=1 | boats.tsv:177 18355=1
varbit	18356	AMENITY_ROWBOAT_SOUL_TEAR	=1	2	boats.tsv:180 18356=1 | boats.tsv:181 18356=1
varbit	18370	AMENITY_ROWBOAT_YNYSDAIL	=1	2	boats.tsv:184 18370=1 | boats.tsv:185 18370=1
varbit	18371	AMENITY_ROWBOAT_BUCCANEERS	=1	2	boats.tsv:188 18371=1 | boats.tsv:189 18371=1
varplayer	11	FISHINGCOMPO	=5	8	transports.tsv:1225 11=5 | transports.tsv:1226 11=5 | transports.tsv:1227 11=5 | transports.tsv:1228 11=5 | transports.tsv:1229 11=5 | transports.tsv:1230 11=5 | transports.tsv:1231 11=5 | transports.tsv:1232 11=5
varplayer	32	HAUNTED	=3	2	teleportation_portals.tsv:96 32=3 | teleportation_portals.tsv:97 32=3
varplayer	65	WATERFALL_QUEST	=10;>2	11	transports.tsv:1394 65>2 | transports.tsv:1395 65>2 | transports.tsv:1396 65>2 | transports.tsv:1397 65>2 | transports.tsv:1400 65=10 | transports.tsv:1401 65=10 | transports.tsv:1402 65=10 | transports.tsv:1403 65=10 | transports.tsv:1404 65=10 | transports.tsv:1405 65=10 | transports.tsv:1406 65=10
varplayer	111	TREEQUEST	>0	2	transports.tsv:1605 111>0 | transports.tsv:1606 111>0
varplayer	116	ZOMBIEQUEEN	>14	30	transports.tsv:4638 116>14 | transports.tsv:4639 116>14 | transports.tsv:4640 116>14 | transports.tsv:4641 116>14 | transports.tsv:4642 116>14 | transports.tsv:4643 116>14 | transports.tsv:4644 116>14 | transports.tsv:4645 116>14 | transports.tsv:4646 116>14 | transports.tsv:4647 116>14 | transports.tsv:4648 116>14 | transports.tsv:4649 116>14 | transports.tsv:4650 116>14 | transports.tsv:4651 116>14 | transports.tsv:4652 116>14 | transports.tsv:4653 116>14 | transports.tsv:4654 116>14 | transports.tsv:4655 116>14 | transports.tsv:4656 116>14 | transports.tsv:4657 116>14 | transports.tsv:4658 116>14 | transports.tsv:4659 116>14 | transports.tsv:4660 116>14 | transports.tsv:4661 116>14 | transports.tsv:4662 116>14 | transports.tsv:4663 116>14 | transports.tsv:4664 116>14 | transports.tsv:4665 116>14 | transports.tsv:4666 116>14 | transports.tsv:4667 116>14
varplayer	139	LEGENDSQUEST	>49;>6	96	agility_shortcuts.tsv:290 139>6 | agility_shortcuts.tsv:291 139>6 | agility_shortcuts.tsv:550 139>49 | agility_shortcuts.tsv:551 139>49 | transports.tsv:4943 139>49 | transports.tsv:4944 139>49 | transports.tsv:4945 139>49 | transports.tsv:4946 139>49 | transports.tsv:4947 139>49 | transports.tsv:4948 139>49 | transports.tsv:4949 139>49 | transports.tsv:4950 139>49 | transports.tsv:4951 139>49 | transports.tsv:4952 139>49 | transports.tsv:4953 139>49 | transports.tsv:4954 139>49 | transports.tsv:4955 139>49 | transports.tsv:4956 139>49 | transports.tsv:4957 139>49 | transports.tsv:4958 139>49 | transports.tsv:4959 139>49 | transports.tsv:4960 139>49 | transports.tsv:4961 139>49 | transports.tsv:4962 139>49 | transports.tsv:4963 139>49 | transports.tsv:4964 139>49 | transports.tsv:4965 139>49 | transports.tsv:4966 139>49 | transports.tsv:4967 139>49 | transports.tsv:4968 139>49 | transports.tsv:4969 139>49 | transports.tsv:4970 139>49 | transports.tsv:4971 139>49 | transports.tsv:4972 139>49 | transports.tsv:4973 139>49 | transports.tsv:4974 139>49 | transports.tsv:4975 139>49 | transports.tsv:4976 139>49 | transports.tsv:4977 139>49 | transports.tsv:4978 139>49 | transports.tsv:4979 139>49 | transports.tsv:4980 139>49 | transports.tsv:4981 139>49 | transports.tsv:4982 139>49 | transports.tsv:4983 139>49 | transports.tsv:4984 139>49 | transports.tsv:4985 139>49 | transports.tsv:4986 139>49 | transports.tsv:4987 139>49 | transports.tsv:4988 139>49 | transports.tsv:4989 139>49 | transports.tsv:4990 139>49 | transports.tsv:4991 139>49 | transports.tsv:4992 139>49 | transports.tsv:4993 139>49 | transports.tsv:4994 139>49 | transports.tsv:4995 139>49 | transports.tsv:4996 139>49 | transports.tsv:4997 139>49 | transports.tsv:4998 139>49 | transports.tsv:4999 139>49 | transports.tsv:5000 139>49 | transports.tsv:5001 139>49 | transports.tsv:5002 139>49 | transports.tsv:5003 139>49 | transports.tsv:5004 139>49 | transports.tsv:5005 139>49 | transports.tsv:5006 139>49 | transports.tsv:5007 139>49 | transports.tsv:5008 139>49 | transports.tsv:5009 139>49 | transports.tsv:5010 139>49 | transports.tsv:5011 139>49 | transports.tsv:5012 139>49 | transports.tsv:5013 139>49 | transports.tsv:5014 139>49 | transports.tsv:5015 139>49 | transports.tsv:5016 139>49 | transports.tsv:5017 139>49 | transports.tsv:5018 139>49 | transports.tsv:5019 139>49 | transports.tsv:5020 139>49 | transports.tsv:5021 139>49 | transports.tsv:5022 139>49 | transports.tsv:5023 139>49 | transports.tsv:5024 139>49 | transports.tsv:5025 139>49 | transports.tsv:5026 139>49 | transports.tsv:5027 139>49 | transports.tsv:5028 139>49 | transports.tsv:5029 139>49 | transports.tsv:5030 139>49 | transports.tsv:5031 139>49 | transports.tsv:5032 139>49 | transports.tsv:5033 139>49 | transports.tsv:5034 139>49
varplayer	150	GRANDTREE	=160	2	agility_shortcuts.tsv:214 150=160 | agility_shortcuts.tsv:215 150=160
varplayer	165	ELENAQUEST	=30	1	teleportation_spells.tsv:56 165=30
varplayer	176	DRAGONQUEST	=10	2	agility_shortcuts.tsv:156 176=10 | agility_shortcuts.tsv:157 176=10
varplayer	212	ITWATCHTOWER	=14	2	teleportation_spells.tsv:62 212=14 | teleportation_spells.tsv:64 212=14
varplayer	328	REGICIDE_QUEST	=15	3	agility_shortcuts.tsv:284 328=15 | agility_shortcuts.tsv:546 328=15 | agility_shortcuts.tsv:547 328=15
varplayer	359	MISC_QUEST	=100	1	teleportation_items.tsv:84 359=100
varplayer	517	MOURNING_QUEST	>1	2	transports.tsv:4729 517>1 | transports.tsv:4730 517>1
varplayer	888	SLUG2_REGIONUID	@20	21	teleportation_minigames.tsv:3 888@20 | teleportation_minigames.tsv:6 888@20 | teleportation_minigames.tsv:9 888@20 | teleportation_minigames.tsv:12 888@20 | teleportation_minigames.tsv:15 888@20 | teleportation_minigames.tsv:18 888@20 | teleportation_minigames.tsv:21 888@20 | teleportation_minigames.tsv:24 888@20 | teleportation_minigames.tsv:27 888@20 | teleportation_minigames.tsv:30 888@20 | teleportation_minigames.tsv:33 888@20 | teleportation_minigames.tsv:36 888@20 | teleportation_minigames.tsv:39 888@20 | teleportation_minigames.tsv:40 888@20 | teleportation_minigames.tsv:41 888@20 | teleportation_minigames.tsv:42 888@20 | teleportation_minigames.tsv:45 888@20 | teleportation_minigames.tsv:48 888@20 | teleportation_minigames.tsv:51 888@20 | teleportation_minigames.tsv:54 888@20 | teleportation_minigames.tsv:57 888@20
varplayer	892	AIDE_TELE_TIMER	@30	16	teleportation_spells_home.tsv:4 892@30 | teleportation_spells_home.tsv:5 892@30 | teleportation_spells_home.tsv:6 892@30 | teleportation_spells_home.tsv:7 892@30 | teleportation_spells_home.tsv:11 892@30 | teleportation_spells_home.tsv:12 892@30 | teleportation_spells_home.tsv:13 892@30 | teleportation_spells_home.tsv:14 892@30 | teleportation_spells_home.tsv:18 892@30 | teleportation_spells_home.tsv:19 892@30 | teleportation_spells_home.tsv:20 892@30 | teleportation_spells_home.tsv:21 892@30 | teleportation_spells_home.tsv:25 892@30 | teleportation_spells_home.tsv:26 892@30 | teleportation_spells_home.tsv:27 892@30 | teleportation_spells_home.tsv:28 892@30
varplayer	4182	QUETZALS_UNLOCKED	&128;&16384;&2048;&256;&32;&64	12	quetzals.tsv:10 4182&256 | quetzals.tsv:11 4182&16384 | quetzals.tsv:12 4182&128 | quetzals.tsv:13 4182&64 | quetzals.tsv:14 4182&32 | quetzals.tsv:15 4182&2048 | quetzals.tsv:24 4182&256 | quetzals.tsv:25 4182&16384 | quetzals.tsv:26 4182&128 | quetzals.tsv:27 4182&64 | quetzals.tsv:28 4182&32 | quetzals.tsv:29 4182&2048
varplayer	4560	HOME_TELEPORT_ANIM_TOGGLES	&2;&249;&4;=0	16	teleportation_spells_home.tsv:4 4560=0 | teleportation_spells_home.tsv:5 4560&2 | teleportation_spells_home.tsv:6 4560&4 | teleportation_spells_home.tsv:7 4560&249 | teleportation_spells_home.tsv:11 4560=0 | teleportation_spells_home.tsv:12 4560&2 | teleportation_spells_home.tsv:13 4560&4 | teleportation_spells_home.tsv:14 4560&249 | teleportation_spells_home.tsv:18 4560=0 | teleportation_spells_home.tsv:19 4560&2 | teleportation_spells_home.tsv:20 4560&4 | teleportation_spells_home.tsv:21 4560&249 | teleportation_spells_home.tsv:25 4560=0 | teleportation_spells_home.tsv:26 4560&2 | teleportation_spells_home.tsv:27 4560&4 | teleportation_spells_home.tsv:28 4560&249
varplayer	4566	LEAGUE_COMBAT_MASTERY_PATHS	=1	20	transports.tsv:4668 4566=1 | transports.tsv:4669 4566=1 | transports.tsv:4670 4566=1 | transports.tsv:4671 4566=1 | transports.tsv:4672 4566=1 | transports.tsv:4673 4566=1 | transports.tsv:4674 4566=1 | transports.tsv:4675 4566=1 | transports.tsv:4676 4566=1 | transports.tsv:4677 4566=1 | transports.tsv:4678 4566=1 | transports.tsv:4679 4566=1 | transports.tsv:4680 4566=1 | transports.tsv:4681 4566=1 | transports.tsv:4682 4566=1 | transports.tsv:4683 4566=1 | transports.tsv:4684 4566=1 | transports.tsv:4685 4566=1 | transports.tsv:4686 4566=1 | transports.tsv:4687 4566=1
